"type=image
",
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/012/81.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/012/94.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/012/88.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/93.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/92.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/77.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/76.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/90.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/95.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/99.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/96.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/78.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/85.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/80.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/86.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/83.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/97.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/100.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/98.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/91.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/87.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/82.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/84.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/89.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/79.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/81.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/94.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/008/88.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/93.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/92.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/77.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/76.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/90.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/95.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/99.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/96.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/78.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/85.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/80.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/86.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/83.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/97.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/100.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/98.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/91.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/87.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/82.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/84.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/89.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/79.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/81.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/94.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/025/88.jpg,2
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/93.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/92.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/77.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/76.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/90.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/95.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/99.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/96.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/78.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/85.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/80.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/86.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/83.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/97.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/100.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/98.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/91.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/87.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/82.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/84.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/89.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/79.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/81.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/94.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/020/88.jpg,3
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/93.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/92.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/77.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/76.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/90.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/95.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/99.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/96.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/78.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/85.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/80.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/86.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/83.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/97.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/100.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/98.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/91.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/87.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/82.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/84.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/89.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/79.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/81.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/94.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/001/88.jpg,4
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/93.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/92.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/77.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/76.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/90.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/95.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/99.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/96.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/78.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/85.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/80.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/86.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/83.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/97.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/100.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/98.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/91.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/87.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/82.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/84.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/89.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/79.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/81.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/94.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/022/88.jpg,5
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/93.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/92.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/77.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/76.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/90.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/95.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/99.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/96.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/78.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/85.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/80.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/86.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/83.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/97.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/100.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/98.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/91.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/87.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/82.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/84.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/89.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/79.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/81.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/94.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/005/88.jpg,6
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/93.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/92.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/77.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/76.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/90.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/95.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/99.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/96.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/78.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/85.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/80.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/86.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/83.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/97.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/100.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/98.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/91.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/87.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/82.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/84.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/89.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/79.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/81.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/94.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/021/88.jpg,7
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/93.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/92.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/77.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/76.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/90.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/95.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/99.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/96.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/78.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/85.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/80.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/86.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/83.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/97.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/100.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/98.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/91.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/87.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/82.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/84.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/89.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/79.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/81.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/94.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/002/88.jpg,8
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/93.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/92.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/77.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/76.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/90.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/95.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/99.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/96.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/78.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/85.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/80.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/86.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/83.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/97.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/100.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/98.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/91.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/87.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/82.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/84.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/89.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/79.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/81.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/94.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/015/88.jpg,9
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/93.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/92.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/77.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/76.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/90.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/95.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/99.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/96.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/78.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/85.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/80.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/86.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/83.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/97.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/100.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/98.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/91.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/87.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/82.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/84.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/89.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/79.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/81.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/94.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/027/88.jpg,10
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/93.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/92.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/77.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/76.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/90.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/95.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/99.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/96.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/78.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/85.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/80.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/86.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/83.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/97.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/100.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/98.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/91.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/87.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/82.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/84.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/89.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/79.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/81.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/94.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/013/88.jpg,11
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/93.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/92.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/77.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/76.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/90.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/95.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/99.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/96.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/78.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/85.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/80.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/86.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/83.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/97.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/100.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/98.jpg,12
